x,y,water
641,410,False
640,410,False
639,410,False
638,411,False
637,411,False
636,411,False
635,411,False
634,411,False
633,412,False
632,412,False
631,412,False
630,412,False
629,413,False
628,413,False
627,413,False
626,413,False
625,413,False
624,414,False
623,414,False
622,414,False
621,414,False
620,415,False
619,415,False
618,415,False
617,415,False
616,415,False
615,416,False
614,416,False
613,416,False
612,416,False
611,417,False
610,417,False
609,417,False
608,417,False
607,417,False
606,418,False
605,418,False
604,418,False
603,418,False
602,419,False
601,419,False
600,419,False
599,419,False
598,419,False
597,420,False
596,420,False
595,420,False
594,420,False
593,421,False
592,421,False
591,421,False
590,421,False
589,421,False
588,422,False
587,422,False
586,422,False
585,422,False
584,423,False
583,423,False
582,423,False
581,423,False
580,424,False
579,424,False
578,424,False
577,424,False
576,424,False
575,425,False
574,425,False
573,425,False
572,425,False
571,426,False
570,426,False
569,426,False
568,426,False
567,426,False
566,427,False
565,427,False
564,427,False
563,427,False
562,428,False
561,428,False
560,428,False
559,428,False
558,428,False
557,429,False
556,429,False
555,429,False
554,429,False
553,430,False
552,430,False
551,430,False
551,429,False
551,428,False
550,427,False
550,426,False
550,425,False
550,424,False
550,423,False
549,422,False
549,421,False
549,420,False
549,419,False
549,418,False
548,417,False
548,416,False
548,415,False
548,414,False
548,413,False
547,412,False
547,411,False
547,410,False
547,409,False
547,408,False
546,407,False
546,406,False
546,405,False
546,404,False
546,403,False
545,402,False
545,401,False
545,400,False
545,399,False
545,398,False
544,397,False
544,396,False
544,395,False
544,394,False
544,393,False
543,392,False
543,391,False
543,390,False
543,389,False
543,388,False
542,387,False
542,386,False
542,385,False
542,384,False
542,383,False
541,382,False
541,381,False
541,380,False
541,379,False
541,378,False
540,377,False
540,376,False
540,375,False
540,374,False
540,373,False
539,372,False
539,371,False
539,370,False
539,369,False
539,368,False
538,367,False
538,366,False
538,365,False
538,364,False
538,363,False
537,362,False
537,361,False
537,360,False
537,359,False
537,358,False
536,357,False
536,356,False
536,355,False
536,354,False
536,353,False
535,352,False
535,351,False
535,350,False
535,349,False
534,348,False
534,347,False
534,346,False
534,345,False
534,344,False
533,343,False
533,342,False
533,341,False
533,340,False
533,339,False
532,338,False
532,337,False
532,336,False
532,335,False
532,334,False
531,333,False
531,332,False
531,331,False
531,330,False
531,329,False
530,328,False
530,327,False
530,326,False
530,325,False
530,324,False
529,323,False
529,322,False
529,321,False
529,320,False
529,319,False
528,318,False
528,317,False
528,316,False
528,315,False
528,314,False
527,313,False
527,312,False
527,311,False
527,310,False
527,309,False
526,308,False
526,307,False
526,306,False
526,305,False
526,304,False
525,303,False
525,302,False
525,301,False
525,300,False
525,299,False
524,298,False
524,297,False
524,296,False
524,295,False
524,294,False
523,293,False
523,292,False
523,291,False
523,290,False
523,289,False
522,288,False
522,287,False
522,286,False
522,285,False
522,284,False
521,283,False
521,282,False
521,281,False
521,280,False
521,279,False
520,278,False
520,277,False
520,276,False
520,275,False
520,274,False
519,273,False
519,272,False
519,271,False
518,271,False
517,271,False
516,272,False
515,272,False
514,272,False
513,272,False
512,272,False
511,272,False
510,273,False
509,273,False
508,273,False
507,273,False
506,273,False
505,273,False
504,274,False
503,274,False
502,274,False
501,274,False
501,273,False
501,272,False
500,271,False
500,270,False
500,269,False
499,269,False
498,269,False
497,269,False
496,269,False
495,269,False
494,269,False
493,269,False
492,269,False
491,269,False
490,269,False
489,269,False
488,269,False
487,269,False
486,269,False
485,269,False
484,269,False
483,269,False
482,269,False
481,269,False
480,269,False
479,269,False
478,269,False
477,269,False
476,269,False
475,269,False
474,269,False
473,269,False
472,269,False
471,269,False
470,269,False
469,269,False
468,269,False
467,269,False
466,269,False
465,269,False
464,269,False
463,269,False
462,269,False
461,269,False
460,269,False
459,269,False
458,269,False
457,269,False
456,269,False
455,269,False
454,269,False
453,269,False
452,269,False
451,269,False
450,269,False
449,269,False
448,269,False
447,269,False
446,269,False
445,269,False
444,269,False
443,269,False
442,269,False
441,269,False
440,269,False
439,269,False
438,269,False
437,269,False
436,269,False
435,269,False
434,269,False
433,269,False
432,269,False
431,269,False
430,269,False
429,269,False
428,269,False
427,269,False
426,269,False
425,269,False
424,269,False
423,269,False
422,269,False
421,269,False
420,269,False
419,269,False
418,269,False
417,269,False
416,269,False
415,269,False
414,269,False
413,269,False
412,269,False
411,269,False
410,269,False
409,269,False
408,269,False
407,269,False
406,269,False
405,269,False
404,269,False
403,269,False
402,269,False
401,268,False
400,268,False
399,268,False
398,268,False
397,268,False
396,268,False
395,268,False
394,268,False
393,268,False
392,268,False
391,268,False
390,268,False
389,268,False
388,268,False
387,268,False
386,268,False
385,268,False
384,268,False
383,268,False
382,268,False
381,268,False
380,268,False
379,268,False
378,268,False
377,268,False
376,268,False
375,268,False
374,268,False
373,268,False
372,268,False
371,268,False
370,268,False
369,268,False
368,268,False
367,268,False
366,268,False
365,268,False
364,268,False
363,268,False
362,268,False
361,268,False
360,268,False
359,268,False
358,268,False
357,268,False
356,268,False
355,268,False
354,268,False
353,268,False
352,268,False
351,268,False
350,268,False
349,268,False
348,268,False
347,268,False
346,268,False
345,268,False
344,268,False
343,268,False
342,268,False
341,268,False
340,268,False
339,268,False
338,268,False
337,268,False
336,268,False
335,268,False
334,268,False
333,268,False
332,268,False
331,268,False
330,268,False
329,268,False
328,268,False
327,268,False
326,268,False
325,268,False
324,268,False
323,268,False
322,268,False
321,268,False
320,268,False
319,268,False
318,268,False
317,268,False
316,268,False
315,268,False
314,268,False
313,268,False
312,268,False
311,268,False
310,268,False
309,268,False
308,268,False
307,268,False
306,268,False
305,268,False
304,268,False
